LAT	LON	A2023	A2022	A2021	A2020	A2019	A2018	A2017	A2016	A2015	A2014	A2013	A2012	A2011	A2010	A2009	A2008	A2007	A2006	A2005	A2004	A2003	A2002	A2001	A2000
5.25	-11.25	29.93	69.36	64.2	83.24	97.82	217.12	28.14	89.12	77.53	58.52	27.66	57.61	29.84	38.36	79.87	59.4	15.54	67.47	10.67	22.25	33.25	19.48	49.77	63.33
5.25	-10.75	34.02	50.82	81.19	95.77	106.76	207.22	39.53	69.71	75.89	51.25	27.9	60.87	36.03	38.98	76.92	65.81	19.79	64.71	11.74	25.87	30.62	19.63	43.55	64.37
5.25	-10.25	49.45	81.19	81.24	79.71	102.37	169.66	55.05	97.05	71.62	47.23	29.22	56.32	44.13	40.56	61.66	64.5	26.29	57.78	16.4	25.18	35.78	19.44	40.98	64.66
5.25	-9.75	49.9	100.65	89.59	100.39	75.39	140.96	77.99	131.38	80.56	45.73	36.03	47.4	44.83	42.15	44.32	57.61	30.47	49.46	24.06	39.5	51.1	23.08	39.43	65.89
5.25	-9.25	44.89	110.83	94.48	93.93	45.62	93.56	89.61	131.96	82.49	51.28	38.16	39.77	40.1	43.88	31.55	51.26	42.04	42.52	33.85	51.7	62.54	25.93	44.09	69.89
5.25	-8.75	40.79	173.2	95.13	179.45	45.77	75.71	62.81	86.33	79.29	60.4	41.71	47.06	40.15	53.92	27.79	63.55	50.93	39.76	44.61	57.51	65.64	25.1	50.7	78.68
5.25	-8.25	53.28	229.26	122.03	180.49	54.35	58.31	74.34	54.24	74.72	62.28	43.76	49.53	42.24	60.03	29.43	69.89	51.55	40.2	51.57	61.74	66.14	26.87	52.94	81.44
5.25	-7.75	73.23	243.48	170	168.33	54.45	60.15	110.07	47.89	83.27	62.77	42.06	42.21	38.42	75.21	28.84	70.49	51.7	38.4	53.32	54.96	59.57	23.67	53.26	72.2
5.25	-7.25	68.73	283.6	163.44	115.61	49.52	55.7	113.52	42.65	86.72	59.92	38.52	34.84	40.44	81.16	27.12	62.93	50.66	42.11	53.98	48.34	51.37	24.6	53.02	56
5.25	-6.75	83.33	548.42	105.66	107.44	52.64	43.87	106.93	49.5	85.16	54.6	34.48	32.75	39.5	70.01	25.7	51.35	47.68	51.61	55.74	45.54	44.69	27.78	52.22	38.71
5.25	-6.25	88.3	528.12	51.11	113.79	55.15	42.15	87.66	54.75	88.34	51.71	34.44	33.77	34.09	49.07	28.27	46.38	42.08	55.37	58.76	42.74	40.38	26.11	49.47	30.6
5.25	-5.75	76.75	274.97	44.86	74.1	75.85	41.77	63.74	47.63	110.88	45.56	35.39	31.45	31.09	41.14	31.27	45.68	35.02	52.34	61.88	38.43	38.43	21.4	41.88	27.01
5.25	-5.25	55.86	108.15	53.18	50.36	90.09	46.27	76.06	40.83	114.02	40.86	33.23	28.85	27.44	33.07	28.68	40.94	27.28	50.38	57.52	29.58	38.2	17.02	32.44	28.65
5.25	-4.75	43.71	69.56	52.44	41.05	80.61	46.07	69.85	42.17	96.81	37.48	30.61	28.55	25.21	29.87	23.74	36.02	28.76	49.51	50.71	24.34	36.83	18.19	24.87	30.55
5.25	-4.25	56.18	76.79	42.21	37.73	81.17	40.04	47.82	46.6	67.73	35.96	29.49	31.33	25.22	26.52	26.99	34.14	33.26	48.86	45.84	28.68	41.23	22.86	21.65	34.01
5.25	-3.75	68.2	71.62	33.62	41.77	85.74	31.15	46.29	54.13	44.73	36.29	31.13	41.67	26.84	28.83	31.78	37.8	33.84	46.64	46.74	32.19	48.4	26.37	24.28	39.73
5.25	-3.25	72.73	79.23	73.22	41.75	38.66	30.38	53.23	51.6	50.68	36.16	28.4	51.69	26.57	27.07	33.17	35.35	27.33	41.37	45.63	33.03	56.78	25.15	22.61	39.64
5.25	-2.75	75.27	97.12	79.93	38.74	26.9	29.59	50.07	48.54	51.83	39.02	24.7	48.65	23.89	22.93	34.05	28.12	22.88	33.44	39.79	40.52	63.99	28.91	26.96	31.08
5.25	-2.25	75.32	86.52	75	31.73	29.91	31.53	42.76	40.15	43.63	41.92	25.76	37.48	27.08	28.32	34.33	32.01	21.59	26.18	32.99	45.23	66.53	36.95	32.09	28.42
5.25	-1.75	75.06	55.73	63.55	42.57	35.9	34.1	39.74	31.94	48.62	43.51	25.95	36.46	29.74	31.16	33.18	36.17	23.3	28.31	29.04	45.61	64.28	42.51	41.76	34.94
5.25	-1.25	79.39	55.03	37.05	41.07	36.39	50.95	41.24	34.35	47.52	44.12	25.37	34.84	28.39	30.77	29.58	36.16	23.78	31.17	27.72	43.58	60.52	43.81	50.18	44.07
5.25	-0.75	74.16	68.99	39.34	38.6	37.02	45.66	33.71	34.84	46.79	42.57	23.07	31.23	25.98	28.36	34.92	35.92	27.2	36.39	26.93	35.44	51.59	46.3	50.1	46.76
5.25	-0.25	75.21	88.09	37.39	43.8	26.06	47.25	25.43	30.52	46.14	38.73	21.39	30.33	23.85	25.87	34.08	29.43	25.65	36.38	23.81	40.35	37.82	44.23	44.75	38.51
5.25	0.25	67.39	97.08	35.01	60.98	34.95	56.64	22.77	29.01	41.92	34.6	29.17	27.9	23.79	25.27	27.91	33.04	25.7	32.52	21.57	43.67	25.04	37.95	39.3	48.62
5.25	0.75	36.87	96.56	31.27	77.73	37.07	56.46	21.53	36.45	40.11	31.49	33.86	24.93	26.43	23.57	24.93	38.6	23.11	26.63	20.47	44.14	30.01	40.05	37.31	56.36
5.25	1.25	39.38	88.59	32.73	99.4	30.84	40.98	25.54	50.53	44.93	30.03	30.2	23.21	26.91	22.45	24.33	37.38	21.8	26.07	21.56	40.7	31.23	43.61	40.4	57.19
5.25	1.75	40.23	85.94	26.58	105.65	33.67	42.04	31.09	30.42	38.67	29.54	26.38	24.14	25.57	20.65	26.68	31.07	21.84	28.02	20.98	33.12	35.69	42.27	35.03	44.07
5.25	2.25	34.92	87.38	34.87	104.06	41.77	38.71	46.58	35.41	32.07	33.4	21.07	26.12	28.09	26.75	27.75	23.27	27.7	29.94	23.81	28.55	32.3	39.02	26.89	31.01
5.25	2.75	38.18	78.98	71.86	81.56	42.38	40.55	53.99	39.95	27.62	45.1	22.82	30.95	32.44	36.55	36.67	25.79	37.83	31.98	40.45	41.85	42.22	36.6	27.19	32.99
5.25	3.25	39.13	62.48	114.36	48.33	51.51	60.61	63.86	47.33	38.39	52.42	28.56	36.92	36.48	46.11	44.56	24.22	44.47	33.88	54.22	55.03	49.52	49.59	29.42	36.28
5.25	3.75	37.85	73.62	138.47	50.81	78.82	82.51	91.14	56.52	42.69	50.69	38	40.84	38.11	51.71	49.74	24.3	45.24	34.95	59.48	63.24	51.53	60.21	28.68	34.6
5.25	4.25	50.17	70.36	186.54	55.64	87.96	87.52	83.72	51.17	41.54	52.59	52.15	38.05	37.96	57.64	56.24	30.46	50.37	31.74	62.71	55.89	55.05	62.72	32.88	29.61
5.25	4.75	49.88	66.7	214.76	54.33	81.99	65.71	152.72	72.64	59.51	41.85	56.57	30.97	30.49	65.32	47.16	33.73	58.85	25.14	47.75	47.3	58.66	54.42	34.35	45.29
5.25	5.25	54.29	51.73	184.51	63.53	90.62	85.09	289.05	94.29	79.16	25.54	51.5	28.29	34.56	72.44	53.06	33.98	76.55	35.86	43.3	46.58	59.44	53.78	50.22	67.95
5.25	5.75	69.22	48.13	114.53	93.74	75.54	80.93	372.92	84.63	89.45	21.57	40.65	35.77	41.34	78	60.51	34.01	97.35	49.19	43.44	54.69	74.21	50.85	57.36	93.73
5.25	6.25	55.67	48.51	89.01	141.29	78.92	84.59	284.77	62.74	69.8	22	36.45	38.81	57.75	82.32	63.62	37.68	103.74	56.21	53.27	64.42	88.48	49.56	53.56	98.67
5.25	6.75	65.3	48.74	95.15	177.42	100.36	86.48	139.13	59.64	51.16	20.93	38.56	34.73	61.74	86.02	61.78	36.86	96.33	56.72	50.01	54.59	77.64	52.45	54.02	87.9
5.25	7.25	76.98	39.86	79	137.15	114.09	69.46	96.06	71.75	39.14	20.29	39.04	37.85	56.51	84.77	57.97	30.86	88.46	54.84	48.19	39.52	56.69	58.89	66.63	90.95
5.25	7.75	68.68	68.68	55.58	69.65	91.36	62.51	84.86	74.49	48.56	26.82	38.25	46.66	49.02	78.77	54.49	35.47	84.99	59.5	50.08	38.19	43.39	63.21	99.62	109.58
5.25	8.25	101.67	106.18	78.91	51.16	57.62	83.91	100.08	60.46	55.42	35.21	35.95	56.53	58.99	69.48	51.85	42.14	87.59	71.19	61.48	54.73	48.33	63.97	87.81	141.06
5.25	8.75	82.72	161.02	121.94	71	125.68	100.86	112.19	86.39	64.91	43.35	44.73	72.15	92.03	59.55	48.78	44.45	94.7	83.17	69.16	60.45	61.1	63.87	103.83	172.91
5.25	9.25	92.47	136.23	114.66	62.5	97.59	95.71	111.96	68.19	62.49	43.8	42.86	70.87	77.59	62.38	48.83	45.13	95.32	85.93	74.47	62.16	61.5	59.47	98.74	171.47
5.25	9.75	60.61	119.2	107.26	82.84	97.35	99.27	127.69	86.33	75.67	37.99	38.74	69.06	86.66	50.1	37.66	36.06	80.58	69.66	59.68	51.26	51.52	57.55	88.35	127.4
5.25	10.25	65.46	89.5	82.6	92.79	84.13	98.86	128.12	90.39	83.37	31.5	29.12	58.19	80.93	34.81	31.37	28.47	60.54	62.94	38.33	38.91	35.11	54.03	73.9	78.47
5.25	10.75	66.88	78.81	58.55	72.84	65.02	55.07	91.33	68.6	66.14	27.14	24.11	39.95	55.82	29.64	24.87	22.07	42.88	49.36	30.28	31.6	22.83	47.92	53.54	47.66
5.75	-16.75	75.66	67.78	138.67	103.1	81.44	90.14	53.69	40.95	46.56	32.5	59.17	29.38	40.02	39.08	33.83	49.65	23.04	54.73	40.42	36.87	38.51	37.1	38.81	41.18
5.75	-16.25	58.57	74.41	95.11	66.05	79.94	100.5	55.58	38.12	56.36	41.89	58.8	26.79	40.98	41.52	39.13	39.33	25.02	48.62	40.52	36.62	44.12	42.58	34.91	43.29
5.75	-15.75	67.02	60.52	76.87	70.48	70.68	61.86	58.78	55.84	84.37	47.81	58.39	33.29	39.04	46.83	42.04	41.19	26.07	42.16	36.58	32.87	50.14	43.66	33.44	45.13
5.75	-15.25	82.44	48.04	89.01	68.25	85.03	73.53	62.78	74.06	93.79	49.69	56.93	38.08	37.02	50.07	43.22	41.98	25.9	39.25	38.97	32.71	55.2	41.18	34.12	45.65
5.75	-14.75	69.26	42.55	85	62.92	71.66	68.16	62.5	86.19	85.15	49.12	54.85	37.83	35.24	50.4	42.91	48.88	24.05	39.38	39.43	35.08	61.35	36.79	38.49	49.71
5.75	-14.25	42.78	41.99	68.6	49.29	55.24	61.4	57.59	89.38	64.67	46.16	52.7	35.1	33.5	48.85	40.55	56.64	21.03	42.66	38.25	36.61	66.16	33.27	41.42	52.51
5.75	-13.75	67.75	40.53	71.8	50.85	52.91	65.34	52.5	84.45	44.24	43.53	51.14	34.89	31.03	46.33	43.07	65.45	24.27	53.16	35.28	37.24	71.83	35.97	43.51	53.14
5.75	-13.25	61.29	55.4	118.22	83.33	87.54	141.26	37.79	64.72	62.36	53.17	42.8	32.55	29.32	42.22	40.05	61.59	26.41	58.79	29.63	32.96	65.97	33.78	37.01	51.7
5.75	-12.75	49.08	104.33	91.97	85.62	106.44	274.99	41.52	90.37	85.01	53.58	30.9	44.73	29.46	40.88	49.45	54.96	24.94	46.24	21.11	21.73	43.23	23.33	42.98	43.72
5.75	-12.25	53.17	121.02	80.61	80.27	117.92	326.57	44.73	103.92	97.55	68.02	38.43	59.6	27.33	47.93	69.31	63.36	21.71	54.32	10.46	20.91	19.66	19.38	55.9	59.08
5.75	-11.75	43.04	106.83	67.67	73.29	114.44	314.04	39.94	102.38	96.3	74.95	40.26	69.11	29.19	50.45	83.72	75.3	18.4	67.61	6.4	23.98	10.66	19.99	61.4	65.96
5.75	-11.25	43.73	105.72	70.09	67.37	123.18	413.38	32.5	106.94	82.94	74.76	41.01	68.74	29	51.99	83.15	77.06	19.34	67.11	6.32	24.3	10.64	20.4	57.64	68.39
5.75	-10.75	31.08	65.57	72.51	65.49	142.23	375.09	36.01	87.3	82.02	63.23	40.31	68.41	30.77	50.93	78.72	78.66	22.49	63.14	7.81	28.58	11.31	23.51	55.06	66.91
5.75	-10.25	49.07	82.17	77.27	63.54	142.2	268.07	45.74	63.32	78.06	48.31	31.83	59.61	41.26	46.31	61.29	76.22	27.66	54.03	9.77	26.37	23.44	22.93	52.56	58.03
5.75	-9.75	58.57	105.91	85.07	65.01	109.91	187.44	65.37	85.85	75.1	44.35	37.43	47.72	47.23	43.64	41.87	69.84	25.82	43.18	15.94	23.4	38.18	19.18	49.14	55.2
5.75	-9.25	53.47	144.22	96.28	66.59	57.64	127.98	84.1	94.33	70.2	49.1	41.02	38.15	46.88	45.08	31.75	57.74	24.62	36.63	23.21	28.39	48.83	23.17	45.14	55.4
5.75	-8.75	44.72	242.75	110	123.52	45.39	89.16	62.2	68.69	64.77	57.06	41.54	44	46.35	55.83	32.37	60.58	25.28	32.98	29.67	29.43	50.13	23.85	42.16	60.13
5.75	-8.25	41.21	327.12	119.14	138.04	45.56	56.98	61.37	50.37	59.4	57.96	41.5	43.86	48.63	58.71	33.74	63.62	26.61	34.31	32.8	30.59	50.33	24.44	41.84	63
5.75	-7.75	47.95	356.96	119.5	124.96	48.15	57.73	61.61	41.05	62.98	52.59	36.05	41.13	39.58	63.86	30.48	61.72	25.92	28.83	35.09	26.95	45.26	20.68	38.84	54.48
5.75	-7.25	56.03	312.83	100.7	85.85	41.92	48.16	59.79	39.08	62.15	43.47	29.29	36.39	29.04	64.37	25.78	53.16	24.23	34.95	38.48	24.05	37.68	22.22	32.2	40.54
5.75	-6.75	59.21	245.27	67.09	112.7	39.93	45.62	59.62	40.33	58.43	38.67	27.72	31.5	32.1	56.85	21.63	41.83	23.14	42.97	41.84	23.91	32.18	24.56	31.51	27.02
5.75	-6.25	55.57	231.82	59.58	115.24	51.29	47.75	49.26	42.8	57.75	37.88	25.91	29.55	34.01	41.47	19.34	37.19	25.68	46.06	41.02	21.95	29.77	25.74	29.68	23.59
5.75	-5.75	52.42	121.87	45.11	73.56	47.6	44.22	39.81	42.99	69.25	32.3	26.02	28.55	31.15	33.69	23.36	33.55	27.28	43.28	40.82	18.65	26.19	20.59	26.9	18.33
5.75	-5.25	44.75	54.36	63.86	50.35	58.47	45.82	53.47	38.33	74.15	30.97	26.06	28	29.8	29.38	28.48	30.94	27.27	41.56	40.88	16.11	26.16	16.54	23.79	21.07
5.75	-4.75	43.21	53.35	71.04	40.19	53.92	45.35	53.03	35.87	68.4	30.25	26.24	28.02	25.07	27.47	33.76	30.53	26.75	40.75	41.27	18.26	30.04	18.35	19.79	24.15
5.75	-4.25	53.18	58.76	63.55	37.96	37.96	39.68	44.85	39.08	54.07	29.87	26.95	32.72	26.27	24.78	39.46	32.64	26.1	40.23	42.23	23.16	36.06	20.97	18.09	27.33
5.75	-3.75	62.51	58.04	45.43	44.79	44.56	47.67	36	43.05	46.81	30.27	28.27	45.48	27.94	28.68	44.76	36.74	27.68	38.95	44.18	33.03	43.84	24.76	19.43	31.08
5.75	-3.25	66.16	58.25	69.92	35.97	37.85	45.12	45.77	44.1	60.59	30.37	25.54	49.02	25.88	28.75	45.12	34.18	25.44	36.32	44.28	39.74	54.99	28.52	18.93	28.75
5.75	-2.75	63.37	59.07	78.42	34.7	38.48	47.81	45.39	44.95	61.76	32.87	25.49	41.28	28.5	25.44	40.82	31.93	21.7	30.66	39.66	46.66	65.94	30.39	16.6	24.08
5.75	-2.25	63.13	53.98	83.03	35.16	34.03	40.85	41.47	43.98	50.54	36.38	26.8	40.08	30.33	33.05	34.7	41.81	23.79	24.81	37.98	50.65	73.44	33.72	21.85	25.94
5.75	-1.75	67.7	38.22	85.63	50.68	40.52	48.26	44.61	42.45	59.83	38.03	26.78	39.14	32.64	37.64	33.35	48.45	26.84	25.03	38.35	50.6	75.37	39.68	27.19	28.55
5.75	-1.25	66.32	49.52	59.94	47.75	47.3	55.46	43.05	41.45	54.47	37.58	25.8	35.59	32.04	36.74	32.4	49.04	26.45	27.28	35.96	47.41	70.68	40.93	32.75	32.04
5.75	-0.75	64	86.02	52.86	41.16	41.26	51.42	32.33	45.15	48.25	35.92	22.21	30.75	30.87	32.44	32.69	48.64	28.93	29.28	29.47	38.71	64.33	40.44	36.37	28.93
5.75	-0.25	97.28	106.71	64.55	50.83	28.87	35.6	23.62	41.32	41.73	32.27	16.88	26.93	24.95	28.45	30.71	39.69	27.95	26.5	27.25	27.83	48.69	35.4	37.85	24.67
5.75	0.25	93.04	94.76	54.65	79.63	29.43	43.71	27.42	38.23	33.39	28.53	20.1	24.45	25.01	28.22	29.75	30.38	31.76	21.83	24.96	28.56	33.85	27.57	33.13	40.49
5.75	0.75	54.2	65.34	34.77	114.07	38.07	46.95	23.78	39.47	30.65	26.03	27.35	26.3	30.42	26.83	29.57	38.38	31.09	20.06	23.54	29.95	41.89	30.26	36.49	50.55
5.75	1.25	42.47	64.62	33.88	149.57	44.48	34.72	28.22	33.82	36.92	25.5	26.49	26.9	31.37	26.38	27.57	39.29	29.94	21.63	23.25	28.59	45.21	33.27	37.41	48.05
5.75	1.75	43.09	60.22	30.59	138.52	45.59	34.28	31.82	33.27	33.52	26.47	27.91	27.96	30.54	25.79	29.44	33.51	27.11	23.17	24.43	28.57	48.7	29.98	28.96	38.83
5.75	2.25	53.36	61.53	33.98	134.27	46.72	39.16	56.5	34.77	30.08	31.85	21.56	25.4	34.58	33.45	42.05	25.73	32.15	25.35	35.22	39.4	39.84	29.46	23.97	27.34
5.75	2.75	59.67	58.89	70.32	104.14	46.29	37.63	68.8	40.41	31.37	43.32	20.12	34	39.52	44.75	54.47	30.06	41.69	28.05	60.98	52.03	51.54	36.89	30.06	31.08
5.75	3.25	51.6	49.09	110.95	106.62	59.1	42.77	72.82	48.13	34.37	49.79	28.83	46.6	42.29	54.39	60.46	31.95	47.67	30.91	77.41	62.75	60.7	49.13	34.64	32.89
5.75	3.75	58.68	61.68	137.14	108.61	69.73	56.36	86.87	55.08	36.76	58.13	35.53	53.33	42.85	59.17	58.45	34.2	48.61	33.39	77.45	67.23	63.54	55.22	35.71	30.49
5.75	4.25	80.94	74.01	168.57	77.28	78.43	65.32	90.86	54.21	37.99	64.07	44.12	51.74	40.92	63.65	59.19	38.48	51.1	35.48	74.53	56.07	65.55	61.01	35.02	30.74
5.75	4.75	83.51	73.91	190.07	66.53	114.06	54.92	125.52	59.66	43.99	52.28	44.78	37.64	31.5	65.03	47.81	33.05	51.99	47.46	55.39	42.67	66.65	63.46	31.42	46.57
5.75	5.25	73.59	59.93	148.8	69.3	138.95	80.95	240.11	81.46	51.84	32.36	39.21	32.48	36.46	65.35	32.05	25.95	59.28	53.97	46.92	34.47	65.48	58.5	41.96	69.09
5.75	5.75	57.97	52.56	72.11	87.23	125.18	114.55	307.15	76.77	53.14	15.74	36.19	31.68	42.24	68	35.38	26.19	77.3	56.14	40.57	33.24	64.64	49.5	58.84	90.58
5.75	6.25	43.07	51.35	67.88	92.88	67.35	144.68	226.08	57.06	40.98	15	44.11	31.09	46.4	72.12	37.18	30.34	77.9	59.62	42.41	35.09	71	47.92	61.28	102.83
5.75	6.75	64.02	45.58	104.09	133.3	65.59	110.31	149.98	54.77	35.08	17.89	45.47	28.62	49.33	75.96	36.04	33.03	65.44	53.57	36.67	30.3	65.62	52.45	61.63	95.68
5.75	7.25	67.17	30.45	94.23	119.95	60.36	73.18	134.48	46.99	36.68	20.12	40.44	26.88	46.69	71.55	36.35	31.01	53.74	45.3	38.68	33.21	52.27	59.61	60.2	100.36
5.75	7.75	51.73	35.67	61.49	80.01	56.47	67.61	102.26	46.35	52.7	21.89	42.91	32.37	40.43	61.75	38.17	30.97	46.76	36.21	37.08	37.39	45.36	68.09	58.75	117.39
5.75	8.25	40.32	44.28	40.61	44.77	38.63	65.8	74.52	51.63	64.39	21.61	49.37	38.95	34.47	51.43	40.19	32.62	42.65	48.91	35.54	48.73	50.34	74.14	72.32	137.68
5.75	8.75	51.74	58.34	40.8	77.18	45.76	102.5	101.64	67.02	64.49	27.63	49.1	45.75	36.19	47.42	39.68	32.35	44.98	62.76	39.25	53.05	54.01	71.49	90.06	159.74
5.75	9.25	51.17	94.9	66.54	95.06	51.86	73.3	120.43	69.94	96.91	27.6	40.2	44.86	44.2	44.54	37.35	29.56	47.88	62.22	40.95	48.44	50.74	64.43	93.57	147.04
5.75	9.75	48	95.04	77.73	98.28	59.89	74.77	154.61	70.32	105.93	26.23	25.71	49.39	53.51	36.7	40.16	31.1	44.27	61.41	38.7	39.44	40.54	58.12	84.73	106.19
5.75	10.25	46.93	84.84	69.09	82.33	71.72	69.29	151.02	80.19	76.58	28.62	27.64	46	52.83	26.72	36.7	30.87	47.72	57.72	36.49	30.39	27.28	59.67	69.01	70.41
5.75	10.75	54.75	87.4	51.25	62.43	63.04	57.29	106.51	77.29	48.8	28.51	27.15	34.92	41.83	24.53	26.97	25.13	42.67	47.28	27.67	25.75	26.56	56.34	50.12	55.08
6.25	-16.75	81.82	69.42	113.42	113.31	55.48	63	57.67	40.42	42.08	32.15	67.34	28.98	33.99	49.47	30.87	49.35	28.03	68.95	36.68	36.69	38.87	45.81	39.15	41.89
6.25	-16.25	67.17	79.06	65.11	86.61	54.88	68.61	62.63	44.4	49.63	32.58	60.35	26.92	36.12	53.35	36.38	43.1	25.29	69.74	46.59	33.56	39.01	49.97	41.33	44.88
6.25	-15.75	46.42	58.25	86.52	72.46	64.05	51.84	70.6	62.98	71.25	39.79	55.23	31.09	33.95	60.09	42.86	44	22.86	61.66	51.39	35.77	42.42	47.45	35.77	41.06
6.25	-15.25	46.86	58.35	106.5	49.64	88.88	75.41	82.6	78.46	74.33	42.69	52.25	39.69	35.54	62.95	46.32	44.04	20.84	55.62	53.33	38.99	43.44	42.91	39.98	42.56
6.25	-14.75	41.52	46.05	98.49	38.55	86.13	83.9	86.65	82.71	63.69	44.81	50.92	42.63	36.67	62.78	46.82	48.34	21.84	52.05	53.47	40.11	49.08	37.75	42.41	44.82
6.25	-14.25	42.75	41.72	71.12	50.98	77.2	71.38	82.05	81.95	46.64	47.78	51.58	41.65	38.78	60.71	44.45	53.22	22.2	56.98	52.05	39.49	53.31	33.58	46.16	48.59
6.25	-13.75	56.52	65	53.11	65.49	67.71	72.89	75.83	94.32	41.16	48.78	55.35	38.46	43.05	58.12	48.38	58.52	25.32	74.06	48.48	37.07	57.25	31.76	50.9	56.08
6.25	-13.25	58.08	72.18	98.22	70.73	121.17	191.66	60.58	96.31	44.02	48.47	50.97	39.35	35.95	56.05	44.1	55.77	26.59	66.6	39.86	32.85	50.71	31.97	42.28	59.45
6.25	-12.75	51.34	127.58	95.2	59.38	160.87	410.07	66.98	107.4	61.2	65.55	40.29	50.33	29.92	48.12	43.52	80.11	25.89	39.72	23.41	29.01	31.47	22.31	34.59	61.91
6.25	-12.25	59.38	152.27	88.07	56.78	173.3	489.28	71.06	115.99	69.75	77.79	49.83	64.38	27.39	54.89	69.64	92.01	23.92	42.81	12.48	26.47	14.79	22.29	49.79	81.83
6.25	-11.75	49.01	136.14	79.63	64.06	159.36	464.06	73.09	117.77	68.33	80.22	52.97	72.04	28.67	60.54	86	84.8	20.59	51.22	10.26	26.8	13.74	25.3	58.78	88.28
6.25	-11.25	59.66	151.06	104.66	56.92	151.05	642.75	57.97	115.68	87.12	85.05	55.87	74.64	29.16	59.46	85.19	93.47	21.58	53.13	10.64	28.54	14.21	26.88	55.85	93.95
6.25	-10.75	53.56	113.3	120.01	65.88	154.01	600.91	51.01	99.84	95.14	65.58	52.97	74.74	27.77	82.15	84.6	78.38	19.71	48.89	9.81	31.65	14.41	30.06	59.65	85.05
6.25	-10.25	86.01	93.79	93.24	78.93	166.21	418.4	48.9	86.23	90.89	48.79	41	69.62	33.67	68.66	63.03	80.01	19.67	46.61	10.01	30.47	19.26	28.44	61.17	70.09
6.25	-9.75	98.63	148.04	73.17	66.52	137.76	229.49	59.4	67.13	71.49	44.86	36.16	60.56	42.12	49.6	34.79	73.41	17.35	42.75	15.64	32.27	33.65	22.94	59.29	51.08
6.25	-9.25	82.08	188.58	85.16	47.57	79.34	130.88	59.96	48.82	56.81	39.83	39.78	51.66	52.27	45	33.63	60.56	21.4	35.87	21.72	30.44	43.94	23.67	54.22	36.27
6.25	-8.75	45.17	252.47	91.53	62.75	57.73	105.56	68.7	41.69	54.43	44.44	39.16	62.95	55.17	46.14	33.05	59.57	18.59	29.89	25.11	26.55	44.61	22.71	47.44	35.31
6.25	-8.25	48.12	316.77	113.08	77.83	34.5	70.21	69.79	40.4	43.69	44.24	38.36	60.82	55.8	46.12	33.42	58.62	18.36	29.18	25.89	26.86	44.3	22.49	48.81	34.94
6.25	-7.75	50.84	353.04	112.75	81.48	38	77.82	69.65	40.5	44.42	39.5	34.89	56.08	45.37	48.09	29.34	56.97	16.59	27.32	28.44	21.61	40.65	21	42.43	31.18
6.25	-7.25	46.6	302.63	96.19	81.12	33.58	62.16	58.18	36.31	43.3	31.76	35.58	47.44	32.14	49.15	23.84	49.67	19.2	31.82	33.13	20.44	33.67	18.56	30.78	27.97
6.25	-6.75	42.76	177.33	69.24	77.71	42.56	52.83	38.41	41.81	41.17	32.38	34.4	37.44	27.48	47.33	22.98	39.38	22.63	31.9	37.74	21.46	29.33	22.59	23.81	30.61
6.25	-6.25	49.26	139.94	58.25	74.66	53.03	50.42	34.19	41.53	39.12	30.29	28.28	32.48	30.79	41.55	25.45	36.38	23.92	32.95	37.42	18.58	27.03	24.68	22.73	24.95
6.25	-5.75	50.55	108.86	51.17	49.24	43.19	52.52	37.61	37.72	39.14	28.39	24.6	30.1	33.73	31.24	35.16	32.39	27.05	31.38	35.23	15.69	22.44	20.26	23.75	18.98
6.25	-5.25	50.73	64.78	67.77	36.95	35.49	45.92	47.41	34.35	36.97	27.9	23.21	29.3	31.68	25.55	43.17	29.87	29.07	30.41	35.41	15.92	20.15	19.53	23.55	18.01
6.25	-4.75	47.3	45.82	67.27	37.69	30.9	38.32	55.34	41.17	35.72	28.06	23.3	29.33	25.87	22.28	50.92	29.36	30.56	29.96	36.53	21.36	22.99	21.8	20.54	21.64
6.25	-4.25	43.64	48.95	64.5	35.83	34.57	42.64	53.46	45.31	33.35	27.66	24.24	29.61	27.55	24.11	58.09	30.74	31.63	29.75	37.5	28.4	25.54	24.95	17.37	25.91
6.25	-3.75	48.02	45.5	52.72	61.72	49.26	66.62	59.63	39.15	40.44	33.37	25.62	41.11	31.05	28.53	62.63	33.23	31.51	29.36	37.63	36.25	28.83	28.18	18.46	29.63
6.25	-3.25	69.15	39.18	73.7	55.75	44.49	66.08	70.58	52.35	48.41	34.53	22.25	43.06	30.24	30.02	59.43	31.03	26.88	27.87	39.64	39.21	37.38	28.74	17.93	24.9
6.25	-2.75	73.88	38.5	76.95	54.58	43.79	67.91	71.22	54.13	49.74	28.58	25.57	35.94	32.07	23.77	52.02	33.02	23.1	24.24	41.62	42.82	47.74	32.74	17.54	23.02
6.25	-2.25	69.81	37.66	93.73	55.98	37.61	56.94	65.07	52.27	47.44	31.84	27.07	38.35	34.29	28.42	42.62	43.19	22.74	21.08	41.19	44.82	56.78	36.56	17.22	21.61
6.25	-1.75	73.4	41.02	121.91	65.36	33.26	52.72	54.65	53.09	53.12	34.48	26.78	38.33	33.25	33.05	35.03	50.14	25.31	23.75	40.21	44.39	61.97	38.32	17.93	21.91
6.25	-1.25	68.53	52.23	98.22	51.92	47.21	49.52	57.04	74.61	45.52	33.85	26.18	36.08	32.12	32.79	34.66	51.28	24.64	24.62	38.7	42.18	61.39	37.82	19.79	22.22
